entidad,num_dtto,nom_dtto,cargo,fuerza_politica,siglas,nombre_completo,total_gastos
QUERETARO,Distrito 1,CADEREYTA DE MONTES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANA MARIA MENESES LOPEZ,615306.52
QUERETARO,Distrito 2,SAN JUAN DEL RIO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MIRNA DIANA CHAVEZ PEREZ,543703.52
HIDALGO,Distrito 1,HUEJUTLA DE REYES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MAXIMINO DE JESUS RIVERA CASTILLO,325882.14
COAHUILA,Distrito 6,TORREON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ZULEMA ALEJANDRA ALVARADO GARCIA,357156.02
BAJA CALIFORNIA SUR,Distrito 2,SAN JOSE DEL CABO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,NORMA IGNACIA RIVERA GONZALEZ,476230.78
HIDALGO,Distrito 2,IXMIQUILPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ITZEL MARTINEZ OLGUIN,613784.95
HIDALGO,Distrito 6,PACHUCA DE SOTO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,OLGA MONTUFAR CONTRERAS,410259.1
PUEBLA,Distrito 3,TEZIUTLAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CELIA ORTUÑO AGUILAR,714678.29
QUERETARO,Distrito 4,SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSUE ALBERTO QUINO ANDRADE,295550.25
COAHUILA,Distrito 7,SALTILLO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,KARLA GABRIELA CAMPBELL ZETINA,390897.53
JALISCO,Distrito 13,TLAQUEPAQUE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SERGIO BARRERA SEPULVEDA,850673.25
MICHOACAN,Distrito 8,MORELIA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LUCERO CIRCE LOPEZ RIOFRIO,380735.1
MICHOACAN,Distrito 6,CIUDAD HIDALGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EDITH MARIELA CONTRERAS GONZALEZ,720447.85
MICHOACAN,Distrito 2,PURUANDIRO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MAGDELIN GUZMAN GARCIA,588083.84
NUEVO LEON,Distrito 9,LINARES,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JUAN FRANCISCO ESPINOZA EGUIA,1323210.37
NUEVO LEON,Distrito 5,MONTERREY,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARCELA GUERRA CASTILLO,1422357.28
NUEVO LEON,Distrito 4,SAN NICOLAS DE LOS GARZA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,REBECA ALEJANDRA ALVARADO DAVILA,1147461.27
GUANAJUATO,Distrito 15,IRAPUATO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOSE CARLOS MONTIBELLER ZAPIEN,1138873.06
TAMAULIPAS,Distrito 6,CIUDAD MANTE,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,SIGIFREDO PEÑA LOPEZ,1072384.92
GUANAJUATO,Distrito 14,ACAMBARO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,J CARMEN MONDRAGON RECENDIZ,1137812.34
TAMAULIPAS,Distrito 8,TAMPICO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,GEORGINA BARRIOS GONZALEZ,1134186.56
TAMAULIPAS,Distrito 5,CIUDAD VICTORIA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ENRIQUE CARDENAS DEL AVELLANO,1177423.78
TAMAULIPAS,Distrito 2,REYNOSA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,DINORAH BLANCA GUERRA GARZA,1115931.06
TAMAULIPAS,Distrito 7,CIUDAD MADERO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOEL BARRAGAN BANDA,1075745.79
TAMAULIPAS,Distrito 1,NUEVO LAREDO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,LAURA TERESA VALDEZ COVARRUBIAS,1093295.34
TAMAULIPAS,Distrito 4,H. MATAMOROS,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,YANIN ZALETA GARCIA DELGADO,1221151.9
NUEVO LEON,Distrito 3,GRAL. ESCOBEDO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,GILDA ANNEL REYES TEPEPA,1136698.38
TAMAULIPAS,Distrito 9,REYNOSA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JONATHAN TREVIÑO ZORRILLA,1222663.82
MEXICO,Distrito 11,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JORGE HERNANDEZ HERNANDEZ,1149372.95
TAMAULIPAS,Distrito 3,RIO BRAVO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARTA ALICIA JIMENEZ SALINAS,1084942.73
MEXICO,Distrito 23,LERMA DE VILLADA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,DIANA PEREZ BARRAGAN,1126049.79
MEXICO,Distrito 25,CHIMALHUACAN,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,TELESFORO GARCIA CARREON,1077299.28
MEXICO,Distrito 28,ZUMPANGO DE OCAMPO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,BERENICE ELIZABETH BRINDIS ANAYA,1147867.61
MORELOS,Distrito 5,YAUTEPEC,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ELIAS POLANCO SALDIVAR,1154404.04
MEXICO,Distrito 30,CHIMALHUACAN,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROSALBA PINEDA RAMIREZ,1149553.62
GUANAJUATO,Distrito 2,SAN MIGUEL DE ALLENDE,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,BEATRIZ MEZA ESCUTIA,1195332.18
GUERRERO,Distrito 2,IGUALA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ARACELY ALHELI ALVARADO GONZALEZ,1109465.29
MEXICO,Distrito 4,NICOLAS ROMERO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ELVIA HERNANDEZ GARCIA,1099697.27
MORELOS,Distrito 2,JIUTEPEC,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARTHA PAOLA SANCHEZ OROZCO,1068785.74
MEXICO,Distrito 38,TEXCOCO DE MORA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,OSCAR MALDONADO OSORIO,1107154.05
GUANAJUATO,Distrito 6,LEON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOSE DE JESUS VAZQUEZ TRUJILLO,1136026.33
MEXICO,Distrito 5,TEOTIHUACAN DE ARISTA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ALEJANDRO FERNANDEZ CAMPILLO,1114847.04
MEXICO,Distrito 8,TULTITLAN DE MARIANO ESCOBEDO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,AXEL NAVA HERNANDEZ,1117652.65
MEXICO,Distrito 12,IXTAPALUCA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,YESSICA SARAI GONZALEZ FIGUEROA,1027060.4
GUANAJUATO,Distrito 9,IRAPUATO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,NORMA CONCEPCION PARRA ROCHA,1131116.53
GUANAJUATO,Distrito 4,GUANAJUATO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARIA ESTEFANIA GARCIA DOBARGANES RAMIREZ,1144545.22
GUANAJUATO,Distrito 3,LEON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,YOLANDA ELIZETH GALVAN HERNANDEZ,1198357.87
MEXICO,Distrito 37,CUAUTITLAN,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ABNER AGUSTIN ROJO ROJAS,1174831.95
GUANAJUATO,Distrito 5,LEON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,LUIS GERARDO GUTIERREZ CHICO,1054809.38
GUANAJUATO,Distrito 12,CELAYA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ESTEFANIA GARCIA NAVAR,1147152.84
GUANAJUATO,Distrito 13,VALLE DE SANTIAGO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ANTONIO ZAVALA LEDESMA,1101982.87
MEXICO,Distrito 10,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,VIRGINIA NALLELY GUTIERREZ RAMIREZ,1020894.2
MEXICO,Distrito 13,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,VERONICA HERRERA OLGUIN,1149788.37
GUANAJUATO,Distrito 11,LEON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROBERTO MAURICIO VALLEJO RABAGO,1063160.65
GUANAJUATO,Distrito 10,URIANGATO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,J HERLINDO VELAZQUEZ FERNANDEZ,1040319.58
MEXICO,Distrito 16,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,DOLORES LOPEZ MONROY,1256161.14
QUERETARO,Distrito 1,CADEREYTA DE MONTES,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,JOSE LUIS MARTINEZ BARRAGAN,1010575.7
CHIHUAHUA,Distrito 1,JUAREZ,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,HUMBERTO CHINOLLA HERRERA,982863.83
VERACRUZ,Distrito 10,XALAPA,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,CARLOS SALVADOR ABREU DOMINGUEZ,1178670.35
GUANAJUATO,Distrito 14,ACAMBARO,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,GABRIEL PEREZ CORONA,877897.83
TABASCO,Distrito 3,COMALCALCO,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,ERNESTO MARTINEZ DURANT,992296.3
MEXICO,Distrito 11,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,ELISA MONZON TRONCOSO,1101525.51
MEXICO,Distrito 28,ZUMPANGO DE OCAMPO,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,LUIS JAVIER RAMIREZ VEGA,1138131.96
MEXICO,Distrito 18,HUIXQUILUCAN DE DEGOLLADO,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,ANA PAULINA CERVANTES ESCUDERO,1013949.14
MEXICO,Distrito 38,TEXCOCO DE MORA,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,JORGE SANCHEZ MARTINEZ,883180.3
CHIHUAHUA,Distrito 6,CHIHUAHUA,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,DAVID ATANACIO GALLEGOS VILLASEÑOR,1140616.35
MEXICO,Distrito 36,TEJUPILCO DE HIDALGO,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,DAVID JARAMILLO VENCES,1009715.5
GUANAJUATO,Distrito 6,LEON,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,BASILIO MAGAÑA GARCIA,956346.65
VERACRUZ,Distrito 6,PAPANTLA DE OLARTE,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,MAXIMINA GARCIA PEREZ,1047645.93
HIDALGO,Distrito 7,TEPEAPULCO,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,GLORIA OMAÑA ESPINOSA,1386786.42
GUANAJUATO,Distrito 12,CELAYA,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,ROSAURA CUENCA SIERRA,977393.38
MEXICO,Distrito 17,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,KATIA GONZALEZ HERNANDEZ,1018726.37
VERACRUZ,Distrito 7,MARTINEZ DE LA TORRE,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,ENRIQUE CAPETILLO GONZALEZ,1092419.32
SONORA,Distrito 4,GUAYMAS,DIPUTACION FEDERAL MR,PARTIDO DEL TRABAJO,PT,FRANCISCO XAVIER CARLOS GARCIA,1370699.2
MEXICO,Distrito 17,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOSUE CIRINO VALDES HUEZO,1165875.27
COAHUILA,Distrito 2,SAN PEDRO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,GLADYS AYALA FLORES,1202087.59
COAHUILA,Distrito 5,TORREON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOSE ANTONIO GUTIERREZ JARDON,1429204.57
MEXICO,Distrito 18,HUIXQUILUCAN DE DEGOLLADO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,FROYLAN SANTANA GIL,1208330.48
CHIHUAHUA,Distrito 8,CHIHUAHUA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PEDRO BERISTAIN FLORES,1006202.72
MEXICO,Distrito 22,"NAUCALPAN DE JUAREZ",DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARIBEL MARTINEZ ALTAMIRANO,1261225.19
MORELOS,Distrito 1,CUERNAVACA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,GABRIEL MIGUEL HADDAD GIORGI,1118661.74
MORELOS,Distrito 3,CUAUTLA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ANTONIO DOMINGUEZ ARAGON,1023383.57
MORELOS,Distrito 4,JOJUTLA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ALEJANDRA JIMENEZ GONZALEZ,1209362.92
COAHUILA,Distrito 6,TORREON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,SHAMIR FERNANDEZ HERNANDEZ,1377991.77
COAHUILA,Distrito 7,SALTILLO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JAIME BUENO ZERTUCHE,1459469.28
QUERETARO,Distrito 1,CADEREYTA DE MONTES,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROSA MARICELA OLVERA ALVARADO,1172490.06
QUERETARO,Distrito 4,SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JUAN GERARDO VAZQUEZ HERRERA,1173385.19
QUERETARO,Distrito 5,EL PUEBLITO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARIA FERNANDA MARTINEZ AGUILAR,1242160.32
CHIHUAHUA,Distrito 6,CHIHUAHUA,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARIA ZULMA CHACON FRANCO,1181618.15
MEXICO,Distrito 21,AMECAMECA DE JUAREZ,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,KEVYA NAVI GALVAN CAMACHO,1052962.23
GUANAJUATO,Distrito 7,SAN FRANCISCO DEL RINCON,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MA GUADALUPE GUERRERO MORENO,1093265.68
YUCATAN,Distrito 5,TICUL,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,LIZZETE JANICE ESCOBEDO SALAZAR,1121959.63
QUERETARO,Distrito 2,SAN JUAN DEL RIO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOSE HUGO CABRERA RUIZ,1189833.21
QUERETARO,Distrito 3,SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROSA MARTHA PACHECO ANGELES,1224592.14
JALISCO,Distrito 12,TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,VERONICA RAMOS CRUZ,806825.49
JALISCO,Distrito 12,TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA ASENCION ALVAREZ SOLIS,1102032.67
JALISCO,Distrito 12,TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,NORMA ERENDIRA YAÑEZ CHAVEZ,82944.79
JALISCO,Distrito 12,TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JULIA ADRIANA LOPEZ HERNANDEZ,69578.14
JALISCO,Distrito 12,TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GRACIELA MICHELLE LOZANO LOPEZ,209784.45
TAMAULIPAS,Distrito 8,TAMPICO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MAGENCIO BAUTISTA GOMEZ,1024202.53
CHIHUAHUA,Distrito 8,CHIHUAHUA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ANAYENSI PONCE DE LEON LOPEZ,1005475.25
YUCATAN,Distrito 2,PROGRESO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MAGALI ANGELICA ALFEREZ AMAYA,1137086.34
MEXICO,Distrito 38,TEXCOCO DE MORA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,CARLOS DANIEL TORRES ALVAREZ,1248685.62
MORELOS,Distrito 5,YAUTEPEC,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MANUEL ARTURO CASTRO MEDINA,1244414.56
TAMAULIPAS,Distrito 4,H. MATAMOROS,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ALMA ROSA LUNA ELIZONDO,1006898.68
CHIHUAHUA,Distrito 6,CHIHUAHUA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MIRNA YURITSY ACOSTA ORTEGA,982851.39
MEXICO,Distrito 30,CHIMALHUACAN,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ANDREA REYESRETANA MIRANDA,992460.25
TAMAULIPAS,Distrito 5,CIUDAD VICTORIA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,BAUDEL AVALOS SALDIERNA,1094260.32
TAMAULIPAS,Distrito 9,REYNOSA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ADARELY GARZA VILLALPANDO,1017201.24
TAMAULIPAS,Distrito 6,CIUDAD MANTE,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,RICARDO VAZQUEZ MUÑOZ,984831.32
NUEVO LEON,Distrito 6,MONTERREY,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,BRENDA ANGELICA VERA GARZA,1097338.18
NUEVO LEON,Distrito 8,GUADALUPE,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,CRUZ ALEJANDRO ARIAS CAMPOS,1121142.2
NUEVO LEON,Distrito 10,MONTERREY,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ALVARO RODRIGUEZ GARZA,1129016.76
GUANAJUATO,Distrito 5,LEON,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MIGUEL AGUSTIN CORTES GONZALEZ,1074070.36
MEXICO,Distrito 18,HUIXQUILUCAN DE DEGOLLADO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ALEJANDRO GALVAN PALOMAR,1214505.23
GUANAJUATO,Distrito 15,IRAPUATO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,CARLOS ALBERTO DELGADO ARROYO,1005575.54
MEXICO,Distrito 17,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,RUBEN GUERRERO DE LEON,1332324.54
COAHUILA,Distrito 5,TORREON,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MARIA CRISTINA BETANCOURT GARCIA,1002874.19
COAHUILA,Distrito 6,TORREON,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,PABLO FERNANDEZ LLAMAS,1015209.59
GUANAJUATO,Distrito 7,SAN FRANCISCO DEL RINCON,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ANA MARIA HERNANDEZ AYALA,1082967.1
COAHUILA,Distrito 7,SALTILLO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE LUIS LOPEZ CEPEDA,1136039.59
COAHUILA,Distrito 2,SAN PEDRO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ROSA MARIA ROCHA DOMINGUEZ,1038264.96
GUANAJUATO,Distrito 4,GUANAJUATO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,IGOR OLAF SURA WYSOCKI,1121048.03
GUANAJUATO,Distrito 9,IRAPUATO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MOISES CASTRO AYALA,1110602.34
GUANAJUATO,Distrito 13,VALLE DE SANTIAGO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,DIEGO MANUEL GOMEZ PEREZ,1078714.06
GUANAJUATO,Distrito 14,ACAMBARO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ROSA PAOLA VILLANUEVA ZAMUDIO,1081579.25
COAHUILA,Distrito 1,PIEDRAS NEGRAS,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,CARMEN VELA IBARRA,1007080.68
MORELOS,Distrito 1,CUERNAVACA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MARIA TERESA DOMINGUEZ RIVERA,1334009.75
TAMAULIPAS,Distrito 1,NUEVO LAREDO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,EDGARDO GASCA PEREZ,1044084.58
NUEVO LEON,Distrito 3,GRAL. ESCOBEDO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ROCIO MAYBE MONTALVO ADAME,1109285.85
NUEVO LEON,Distrito 12,BENITO JUAREZ,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,KORINA MARISOL NAVARRO MORALES,1121616.99
MORELOS,Distrito 4,JOJUTLA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,GUILLERMO MELENDEZ TEVILLO,1083407.98
NUEVO LEON,Distrito 1,SANTA CATARINA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JACOB DE JOSE REYNA GALVAN,1009512.76
YUCATAN,Distrito 1,VALLADOLID,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE GUADALUPE LOPEZ LOPEZ,1068138.12
NUEVO LEON,Distrito 2,APODACA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,PATRICIA MONDRAGON GARDUÑO,1212585.96
YUCATAN,Distrito 3,MERIDA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MARCOS RAFAEL VALDEZ ALEJOS,1120166.2
TAMAULIPAS,Distrito 3,RIO BRAVO,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE LUIS HURTADO CRUZ,1179458.1
AGUASCALIENTES,Distrito 3,AGUASCALIENTES,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,SUSAN ANY MUÑOZ RODRIGUEZ,1412470.21
YUCATAN,Distrito 4,MERIDA,DIPUTACION FEDERAL MR,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,DOMINGA ADRIANA VARGAS LEON,1121199.82
