folio,punto,edo,mun,secc,latitude,longitude,tipo_secc,df,fecha,int,p05,p06,p07,p08,p09a,p10a,p09b,p10b,p09c,p10c,p09d,p10d,p11,p12,p13,p14,p15,p16,bol1,bol2,bol3,bol1_rec,bol2_rec,bol3_rec,edadrec,nse_1,nse_2,nse_3,nse_4,nse_5,nse_6,nse_suma,nse,pond
721,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,1,1,1,23,2,1,4,1,3,1,3,1,3,2,2,2,10,5,1,11,8,8,5,3,3,1,43,24,0,31,46,12,156,3,1.1203006646931193
722,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,5,1,1,42,2,1,3,1,2,1,4,1,3,97,2,2,7,6,97,8,8,8,3,3,3,3,43,24,0,0,31,6,104,5,1.1026991245682902
723,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,3,1,1,46,1,1,2,1,4,1,1,1,2,2,97,1,7,4,1,2,2,2,2,2,2,4,43,24,18,31,31,12,159,3,1.7818862667002542
724,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,15,1,1,73,2,1,3,1,2,1,4,1,2,2,2,2,1,8,1,8,8,8,3,3,3,5,10,0,0,0,31,6,47,7,1.457781123694242
725,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,15,1,1,41,1,1,3,1,1,1,4,1,3,2,2,2,5,2,4,9,8,8,3,3,3,3,31,0,0,0,15,6,52,6,1.4753806861549823
726,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,7,1,1,42,2,1,3,1,1,1,4,1,99,97,2,2,10,1,1,8,8,8,3,3,3,3,73,24,0,31,15,12,155,3,1.1026991245682902
727,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,3,1,1,37,2,1,4,1,2,1,3,1,3,97,2,2,10,1,97,8,4,9,3,3,3,3,73,47,0,31,15,12,178,2,1.1026991245682902
728,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,7,1,1,36,2,1,2,1,1,2,NA,1,2,97,2,2,7,8,1,8,8,9,3,3,3,3,43,47,18,0,15,6,129,4,1.1026991245682902
729,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,5,1,1,52,2,2,NA,1,2,1,2,2,NA,2,2,1,7,4,1,2,2,2,2,2,2,4,43,24,0,31,15,6,119,4,1.5051597639307692
730,73,OAXACA,TEOTITLAN DE FLORES MAGON,2326,NA,NA,3,2,2018-06-23,15,1,1,18,2,1,4,1,2,1,3,1,3,2,2,2,7,4,9,4,8,8,3,3,3,1,31,24,18,31,15,17,136,4,1.1203006646931193
731,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,25,1,1,30,2,1,3,1,1,1,4,1,4,97,2,2,10,1,1,8,NA,NA,3,NA,NA,2,73,24,0,31,15,17,160,3,4.023786699606525
732,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,1,1,1,46,1,2,NA,1,2,2,NA,2,NA,97,2,2,4,4,8,4,5,10,3,2,4,4,23,24,0,0,15,17,79,6,3.7607738992817463
733,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,2,1,1,62,1,1,2,1,2,1,2,1,2,2,1,2,3,4,1,2,3,4,2,1,3,5,22,24,0,31,31,17,125,4,5.769933768174568
734,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,7,1,1,43,1,1,3,1,2,1,3,1,3,97,2,2,7,2,1,8,NA,NA,3,NA,NA,3,43,24,18,31,15,12,143,3,3.2618858042186627
735,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,1,1,1,47,1,1,99,1,99,1,99,1,99,97,2,98,7,4,7,NA,NA,NA,NA,NA,NA,4,43,24,18,0,31,12,128,4,3.503336334804896
736,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,1,1,1,23,2,1,2,1,2,1,2,1,2,2,2,2,6,2,1,4,4,4,3,3,3,1,0,24,0,0,31,12,67,6,2.799296725278163
737,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,9,1,1,46,2,1,3,1,1,1,2,2,NA,2,1,1,3,8,1,NA,NA,NA,NA,NA,NA,4,22,24,0,31,31,17,125,4,2.9592690561726247
738,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,1,1,1,45,1,1,3,1,1,1,4,1,4,97,2,2,5,2,97,8,8,8,3,3,3,3,31,24,18,0,31,12,116,4,3.2618858042186627
739,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,7,1,1,18,1,2,NA,2,NA,2,NA,2,NA,2,2,1,7,5,1,5,5,2,2,2,2,1,73,24,18,31,15,12,173,2,3.3139527847633725
740,74,SINALOA,CULIACAN,999,NA,NA,3,5,2018-06-20,2,1,1,42,1,1,4,1,1,1,3,1,4,97,2,2,10,2,1,8,8,8,3,3,3,3,73,24,37,31,15,12,192,2,3.2618858042186627
741,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,32,1,2,NA,2,NA,2,NA,2,NA,97,97,97,6,12,1,NA,NA,NA,NA,NA,NA,2,35,47,18,31,15,12,158,3,0.3145163721005854
742,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,40,1,1,2,1,2,1,2,1,2,2,2,2,6,6,1,9,9,9,3,3,3,3,35,24,18,0,46,17,140,3,0.2153672581031697
743,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,58,1,1,2,1,2,1,2,2,NA,1,2,2,1,11,1,NA,NA,NA,NA,NA,NA,5,10,24,18,0,61,23,136,4,0.284718030992817
744,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,60,2,1,3,1,1,1,2,1,99,2,99,99,2,8,8,NA,NA,NA,NA,NA,NA,5,23,24,18,0,31,12,108,5,0.24050139019791386
745,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,2,1,1,63,2,1,2,1,2,1,2,1,99,98,2,2,3,8,13,9,5,5,3,2,2,5,22,24,18,0,0,17,81,5,0.24050139019791386
746,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,2,1,1,42,1,1,2,1,2,1,2,1,2,99,1,99,5,11,1,6,NA,6,1,NA,1,3,31,24,18,0,15,12,100,5,0.5145838436335253
747,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,42,1,1,3,1,1,2,NA,2,NA,2,2,2,4,12,1,8,2,2,3,2,2,3,23,47,18,31,0,17,136,4,0.1905592326472532
748,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,21,1,1,2,1,1,1,1,1,2,2,2,1,6,11,1,8,8,5,3,3,2,1,0,47,0,0,61,17,125,4,0.17130020215926395
749,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,1,1,1,24,1,1,4,1,2,1,3,1,3,97,2,2,7,2,1,8,NA,NA,3,NA,NA,1,35,47,0,0,15,17,114,4,0.17130020215926395
750,75,SINALOA,CULIACAN,1656,NA,NA,3,6,2018-06-21,2,1,1,45,2,1,2,1,2,1,2,1,2,1,2,2,3,8,97,8,8,8,3,3,3,3,22,0,0,0,15,6,43,7,0.16096543027816987
751,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,5,1,1,68,2,1,2,2,NA,1,2,2,NA,2,1,1,3,8,1,2,2,2,2,2,2,5,22,24,18,0,15,17,96,5,0.39112508919667294
752,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,1,1,1,50,2,1,1,1,2,1,99,1,1,1,1,2,7,8,4,1,1,1,1,1,1,4,43,24,0,0,0,12,79,6,0.3049395312592091
753,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,1,1,1,72,1,2,NA,1,1,1,4,1,1,2,2,2,1,10,1,8,8,8,3,3,3,5,0,24,37,31,0,12,104,5,0.3460559118831667
754,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,5,1,1,34,2,1,2,1,1,2,NA,2,NA,1,2,2,6,8,7,8,2,8,3,2,3,2,31,24,18,0,15,12,100,5,0.3229067907940629
755,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,3,1,1,62,2,1,2,1,2,2,NA,2,NA,97,2,2,1,8,1,NA,NA,NA,NA,NA,NA,5,0,47,0,0,0,17,64,6,0.3303684579178903
756,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,1,1,1,46,1,1,3,1,1,1,3,1,3,1,2,2,7,4,1,8,8,8,3,3,3,4,43,47,18,31,15,12,166,3,0.2670359717658384
757,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-20,2,1,1,50,2,1,4,1,2,1,4,1,3,97,2,2,10,8,1,8,8,8,3,3,3,4,59,47,18,31,31,23,209,2,0.22556535045774898
758,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-21,4,1,1,58,2,1,2,1,2,1,2,1,2,1,2,2,10,10,1,4,3,3,3,1,1,5,43,47,0,0,31,12,133,4,0.3303684579178903
759,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-21,1,1,1,66,2,1,3,1,2,1,2,1,2,97,2,2,3,8,7,8,8,8,3,3,3,5,22,47,0,31,0,17,117,4,0.2923135131410348
760,76,SINALOA,CULIACAN,1687,NA,NA,1,6,2018-06-21,2,1,1,52,2,1,2,1,1,2,NA,1,99,97,99,99,7,8,2,NA,NA,NA,NA,NA,NA,4,43,24,18,31,15,12,143,3,0.2549306605421314
761,77,SINALOA,GUASAVE,2320,25.66863536,-108.61831269,1,4,2018-06-24,5,1,1,57,2,1,2,1,2,1,2,1,2,2,2,2,3,8,1,NA,6,5,NA,1,2,5,0,0,0,0,0,6,6,7,0.3945592210395594
762,77,SINALOA,GUASAVE,2320,25.66874541,-108.61807637,1,4,2018-06-24,1,1,1,28,1,1,2,1,2,1,2,2,NA,1,1,1,3,4,97,1,1,1,1,1,1,2,73,24,0,0,31,12,140,3,0.6172051213255815
763,77,SINALOA,GUASAVE,2320,25.66777923,-108.62082437,1,4,2018-06-24,10,1,1,48,2,1,2,1,2,1,2,1,2,2,2,1,5,11,1,7,7,7,2,2,2,4,31,24,0,0,15,12,82,5,0.6015433296946696
764,77,SINALOA,GUASAVE,2320,25.66776688,-108.6208143,1,4,2018-06-24,1,1,1,29,2,1,2,1,2,1,2,1,2,1,2,2,10,8,1,8,2,2,3,2,2,2,73,24,18,31,31,17,194,2,0.3856477481144851
765,77,SINALOA,GUASAVE,2320,25.66836821,-108.62059928,1,4,2018-06-24,1,1,1,27,2,1,2,1,1,2,NA,2,NA,98,2,2,3,4,1,8,8,8,3,3,3,2,10,24,0,0,31,17,82,5,0.3856477481144851
766,77,SINALOA,GUASAVE,2320,25.6683722,-108.61931542,1,4,2018-06-24,1,1,1,52,1,1,3,1,2,1,2,1,3,2,2,1,3,2,1,4,4,4,3,3,3,4,22,47,37,31,46,12,195,2,0.36044007640056097
767,77,SINALOA,GUASAVE,2320,25.66762578,-108.61930623,1,4,2018-06-24,3,1,1,25,2,1,2,1,1,1,3,2,NA,2,2,2,5,8,1,8,6,8,3,1,3,1,22,24,0,0,0,6,52,6,0.23738599937698845
768,77,SINALOA,GUASAVE,2320,25.66718484,-108.61954565,1,4,2018-06-24,1,1,1,62,2,1,2,1,3,1,99,2,NA,1,1,1,2,11,1,1,6,6,1,1,1,5,10,24,0,0,15,12,61,6,0.4719585461471694
769,77,SINALOA,GUASAVE,2320,25.66700144,-108.61962466,1,4,2018-06-24,1,1,1,46,1,1,3,1,1,1,4,1,2,97,2,2,7,2,1,8,8,8,3,3,3,4,22,24,0,0,31,12,89,5,0.31892119990358614
770,77,SINALOA,GUASAVE,2320,25.66696684,-108.61888343,1,4,2018-06-24,4,1,1,24,2,1,2,1,3,1,2,1,2,1,1,1,6,8,97,1,1,1,1,1,1,1,31,24,0,0,31,6,92,5,0.3209197477831461
771,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,3,1,1,72,2,1,2,1,2,1,2,1,2,1,2,2,10,10,1,1,4,2,1,3,2,5,73,24,0,31,0,6,134,4,0.2641329829121391
772,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,6,1,1,26,2,1,99,1,99,2,NA,2,NA,97,98,98,6,8,7,NA,NA,NA,NA,NA,NA,2,35,24,0,0,15,12,86,5,0.24392665752107226
773,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,14,1,1,27,2,1,3,1,1,2,NA,1,2,2,2,2,7,8,1,9,2,2,3,2,2,2,31,24,0,31,15,12,113,4,0.24392665752107226
774,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,5,1,1,79,1,1,3,1,3,1,2,1,2,2,2,1,7,10,1,NA,NA,NA,NA,NA,NA,5,43,24,18,31,0,12,128,4,0.26141370918056145
775,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,3,1,1,63,1,1,2,1,2,1,3,1,3,97,2,2,3,2,1,8,8,8,3,3,3,5,22,47,0,31,46,12,158,3,0.23130162060686438
776,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,10,1,1,59,1,1,2,1,2,2,NA,1,3,1,1,2,3,12,6,1,1,1,1,1,1,5,22,0,0,0,15,6,43,7,0.3126943372473526
777,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,1,1,1,23,1,1,2,1,2,1,4,1,2,1,2,2,9,5,1,9,NA,8,3,NA,3,1,59,24,0,31,46,12,172,2,0.17775464032199648
778,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,6,1,1,54,2,1,99,1,99,1,99,1,99,97,99,99,7,8,1,NA,NA,NA,NA,NA,NA,4,43,47,18,31,15,6,160,3,0.17039406899565154
779,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,10,1,1,56,1,1,4,1,1,1,4,1,2,97,2,2,11,1,1,8,8,8,3,3,3,5,101,47,37,31,31,23,270,1,0.23130162060686438
780,78,SINALOA,MAZATLAN,2569,NA,NA,1,6,2018-06-22,11,1,1,38,1,1,3,1,2,1,3,1,3,97,2,2,1,12,1,8,6,6,3,1,1,3,0,47,18,31,0,23,119,4,0.17496185840852752
781,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,65,2,1,2,1,2,1,2,1,2,1,2,2,2,8,1,NA,NA,4,NA,NA,3,5,22,24,18,31,15,12,122,4,0.30695634221853824
782,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,65,1,1,1,1,3,1,2,1,2,2,1,1,3,4,1,2,2,2,2,2,2,5,22,24,18,31,15,17,127,4,0.4618346156268172
783,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,63,2,1,2,1,2,1,2,1,99,99,99,98,2,8,1,NA,NA,NA,NA,NA,NA,5,22,24,18,0,31,12,107,5,0.30695634221853824
784,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,37,1,1,2,1,2,1,2,1,3,2,2,1,5,11,1,2,2,2,2,2,2,3,31,24,18,0,15,12,100,5,0.3493423107691702
785,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,65,2,2,NA,1,2,2,NA,2,NA,2,2,1,3,8,1,2,2,2,2,2,2,5,22,24,0,0,0,12,58,6,0.39011181242178133
786,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,38,2,2,NA,1,4,1,2,1,4,2,97,1,5,8,1,2,2,2,2,2,2,3,31,24,0,0,0,12,67,6,0.2950895350813126
787,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,4,1,1,37,2,1,99,1,2,1,2,1,99,98,2,98,5,8,97,NA,1,1,NA,1,1,3,43,24,0,0,0,12,79,6,0.23218882748824793
788,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,50,1,1,2,1,2,1,2,2,NA,2,2,1,5,2,1,2,2,2,2,2,2,4,31,24,18,0,15,6,94,5,0.35637725334005077
789,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,65,2,2,NA,1,1,2,NA,2,NA,97,2,2,2,8,8,9,NA,NA,3,NA,NA,5,10,24,0,0,0,12,46,7,0.32951258163991365
790,79,SINALOA,MOCORITO,3051,NA,NA,2,3,2018-06-22,1,1,1,67,1,1,3,1,2,1,1,2,NA,2,2,2,3,11,1,4,4,2,3,3,2,5,31,24,18,0,31,12,116,4,0.3900941003071584
791,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,1,1,1,38,2,1,2,1,2,1,2,1,2,1,1,2,5,8,7,8,8,8,3,3,3,3,22,47,37,0,31,12,149,3,0.1987722574476808
792,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,8,1,1,64,2,1,2,1,2,1,2,1,2,1,1,1,3,8,97,2,2,2,2,2,2,5,22,47,0,0,15,12,96,5,0.3516072693103939
793,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,1,1,1,65,2,1,4,1,2,1,3,2,NA,97,2,2,3,8,7,8,8,9,3,3,3,5,22,24,0,0,15,6,67,6,0.26277924627424154
794,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,1,1,1,49,2,1,3,1,2,2,NA,2,NA,2,2,2,5,8,1,8,8,8,3,3,3,4,43,24,18,0,15,12,112,4,0.2027750689386504
795,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,5,1,1,49,2,1,2,1,2,1,2,2,NA,2,2,2,5,8,1,NA,NA,6,NA,NA,1,4,43,47,18,0,15,17,140,3,0.21348572993175566
796,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,1,1,1,47,1,1,2,1,2,1,2,1,3,1,2,2,3,4,1,1,8,3,1,3,1,4,22,47,0,0,15,6,90,5,0.32452882620989443
797,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,3,1,1,23,1,1,2,1,2,1,2,1,2,2,2,2,6,4,1,8,8,8,3,3,3,1,22,24,0,0,15,12,73,6,0.21153441347995328
798,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,1,1,1,52,1,1,3,1,2,1,3,1,2,97,2,2,5,10,1,8,6,6,3,1,1,4,31,24,18,0,46,6,125,4,0.240055653379529
799,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,3,1,1,20,2,1,2,1,3,1,2,1,4,1,1,1,10,5,1,2,2,5,2,2,2,1,31,24,0,0,31,12,98,5,0.23908395579858083
800,80,SINALOA,SALVADOR ALVARADO,3315,NA,NA,1,3,2018-06-21,2,1,1,56,2,1,4,1,3,1,2,2,NA,2,97,1,3,4,1,2,NA,2,2,NA,2,5,0,47,0,31,31,6,115,4,0.3516072693103939
801,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,1,1,1,62,2,1,2,1,2,1,2,1,2,97,98,98,3,6,1,NA,3,7,NA,1,2,5,31,47,18,31,0,12,139,3,0.18736296227764132
802,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,2,1,1,42,1,1,2,1,2,1,2,1,3,2,2,2,5,2,1,5,2,9,2,2,3,3,0,24,18,31,61,12,146,3,0.18011140857836413
803,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,1,1,1,54,2,1,2,1,3,1,2,1,2,2,1,97,7,8,1,2,2,2,2,2,2,4,43,24,18,0,31,17,133,4,0.18374677651742782
804,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,1,1,1,19,2,1,2,1,4,1,1,1,1,2,1,1,10,5,1,5,5,2,2,2,2,1,43,24,18,0,31,17,133,4,0.1367639773535434
805,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,2,1,1,55,2,1,99,1,2,2,NA,2,NA,97,97,97,2,8,8,NA,NA,NA,NA,NA,NA,4,10,24,18,0,15,12,79,6,0.14457967336107175
806,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,1,1,1,60,1,1,2,1,1,1,2,1,2,2,1,1,5,2,1,5,2,2,2,2,2,5,31,24,0,0,31,17,103,5,0.23810938608508878
807,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,4,1,1,42,2,1,2,1,2,2,NA,2,NA,2,1,1,3,8,1,2,8,2,2,3,2,3,43,24,0,0,15,12,94,5,0.18011958648700493
808,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,1,1,1,33,2,1,2,1,2,1,2,1,2,1,2,1,3,8,1,NA,NA,NA,NA,NA,NA,2,23,24,18,0,0,12,77,6,0.2069722066990175
809,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,3,1,1,21,1,2,NA,1,2,1,2,1,2,2,2,2,7,2,7,4,4,4,3,3,3,1,22,24,18,0,15,12,91,5,0.16190829629218853
810,81,SINALOA,SINALOA,3465,NA,NA,2,3,2018-06-23,3,1,1,32,1,2,NA,1,99,2,NA,2,NA,98,98,98,3,4,1,NA,NA,NA,NA,NA,NA,2,0,24,18,0,15,6,63,6,0.24502444294849543
811,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,1,1,1,38,2,1,2,1,2,1,2,2,NA,2,1,1,5,8,1,2,2,2,2,2,2,3,31,24,0,31,15,12,113,4,0.11803581383838524
812,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,3,1,1,43,2,1,3,1,3,1,2,1,2,2,2,1,2,8,1,2,2,2,2,2,2,3,10,24,0,0,0,12,46,7,0.11803581383838524
813,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,1,1,1,42,2,1,2,1,2,1,2,1,2,2,1,2,2,8,1,2,2,2,2,2,2,3,73,24,37,0,15,12,161,3,0.11803581383838524
814,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,1,1,1,58,2,1,99,1,2,1,2,1,2,2,2,2,2,8,1,NA,NA,2,NA,NA,2,5,22,24,18,0,0,12,76,6,0.12278253668546832
815,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,2,1,1,58,1,1,2,1,2,1,2,2,NA,2,2,2,5,4,1,NA,2,2,NA,2,2,5,31,24,18,0,0,17,90,5,0.14535634100335892
816,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,2,1,1,48,1,1,3,1,1,1,3,1,3,97,2,2,5,6,1,8,8,8,3,3,3,4,22,24,0,0,0,17,63,6,0.10653766749660983
817,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,1,1,1,40,1,1,3,1,1,2,NA,2,NA,97,2,2,2,4,1,8,8,8,3,3,3,3,10,24,18,0,15,6,73,6,0.10443459732181652
818,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,1,1,1,63,2,1,2,1,2,1,2,1,2,1,2,2,3,8,1,8,8,8,3,3,3,5,22,47,0,0,0,17,86,5,0.11662248970372414
819,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,5,1,1,48,2,1,4,1,3,1,2,1,2,2,2,1,5,8,1,2,2,2,2,2,2,4,22,24,18,0,46,17,127,4,0.12041278091641221
820,82,SINALOA,SINALOA,3498,NA,NA,2,3,2018-06-24,1,1,1,59,2,1,2,1,2,1,1,2,NA,2,2,1,5,8,1,5,2,2,2,2,2,5,10,24,18,0,15,17,84,5,0.1318050324391787
821,83,SONORA,CABORCA,313,30.71135095,-112.1386731,1,1,2018-06-22,5,1,1,52,1,1,3,1,2,2,NA,2,NA,2,2,2,7,2,1,8,8,8,3,3,3,4,43,24,18,31,15,17,148,3,0.8612947806031697
822,83,SONORA,CABORCA,313,30.71172743,-112.13929041,1,1,2018-06-22,7,1,1,25,2,1,3,1,2,1,2,2,NA,2,2,2,5,8,1,NA,NA,6,NA,NA,1,1,43,24,18,31,15,6,137,4,0.7245580920195104
823,83,SONORA,CABORCA,313,30.71216666,-112.13945792,1,1,2018-06-22,13,1,1,56,2,1,2,1,4,1,4,1,3,1,1,97,10,8,1,1,1,1,1,1,1,5,43,47,0,31,31,23,175,2,1.2745952059019778
824,83,SONORA,CABORCA,313,30.71244282,-112.13764976,1,1,2018-06-22,15,1,1,43,1,1,99,1,2,1,3,1,2,97,2,2,10,1,1,8,8,8,3,3,3,3,22,24,37,31,15,6,135,4,0.8442926872839283
825,83,SONORA,CABORCA,313,30.71333676,-112.13912525,1,1,2018-06-22,13,1,1,51,1,1,2,1,1,1,1,1,3,1,2,2,7,1,1,8,1,1,3,1,1,4,31,24,18,31,15,12,131,4,0.8612947806031697
826,83,SONORA,CABORCA,313,30.71353347,-112.13889501,1,1,2018-06-22,3,1,1,21,1,1,3,1,3,1,2,1,1,2,2,2,9,2,12,11,NA,6,5,NA,1,1,43,47,37,31,46,12,216,1,0.8577694837021226
827,83,SONORA,CABORCA,313,30.71282927,-112.13758585,1,1,2018-06-22,3,1,1,62,2,1,3,1,2,1,3,1,4,1,2,2,3,8,1,4,7,6,3,2,1,5,31,24,0,0,15,12,82,5,1.0655666597985969
828,83,SONORA,CABORCA,313,30.71301555,-112.1389632,1,1,2018-06-22,5,1,1,54,1,1,99,1,2,1,2,1,99,97,98,98,5,4,1,NA,2,2,NA,2,2,4,31,24,18,0,15,6,94,5,0.9734227659304628
829,83,SONORA,CABORCA,313,30.71259957,-112.13953381,1,1,2018-06-22,5,1,1,23,1,1,3,1,3,2,NA,2,NA,2,2,2,5,4,1,8,8,8,3,3,3,1,31,24,0,31,31,6,123,4,0.7589635306783958
830,83,SONORA,CABORCA,313,30.71237191,-112.13997386,1,1,2018-06-22,5,1,1,52,1,1,2,1,1,1,2,1,2,97,2,2,11,1,1,8,8,8,3,3,3,4,101,47,37,31,31,23,270,1,0.8612947806031697
831,84,SONORA,CAJEME,906,27.44955554,-109.95179422,1,6,2018-06-23,5,1,1,58,2,1,3,1,2,1,3,1,2,2,2,2,4,8,1,8,8,8,3,3,3,5,31,24,18,31,15,12,131,4,1.2601287212483068
832,84,SONORA,CAJEME,906,27.44960196,-109.95216996,1,6,2018-06-23,3,1,1,20,1,1,3,1,3,1,4,1,1,97,97,97,10,5,97,11,9,10,5,3,4,1,31,24,18,31,61,17,182,2,1.146448530487665
833,84,SONORA,CAJEME,906,27.44982001,-109.95196078,1,6,2018-06-23,3,1,1,47,2,1,2,1,2,2,NA,1,2,1,2,2,6,2,1,4,4,4,3,3,3,4,35,47,37,31,46,17,213,1,1.0989756984684744
834,84,SONORA,CAJEME,906,27.45015475,-109.9514871,1,6,2018-06-23,7,1,1,62,2,1,3,1,2,1,2,1,2,1,2,2,3,8,97,8,2,2,3,2,2,5,43,24,0,0,0,12,79,6,1.2601287212483068
835,84,SONORA,CAJEME,906,27.4500506,-109.95183753,1,6,2018-06-23,1,1,1,68,2,1,99,1,2,1,2,2,NA,1,2,2,3,7,9,8,8,8,3,3,3,5,22,24,0,0,15,6,67,6,1.2601287212483068
836,84,SONORA,CAJEME,906,27.45031704,-109.95251241,1,6,2018-06-23,3,1,1,52,2,1,3,1,2,1,3,1,3,97,2,2,3,8,1,8,8,8,3,3,3,4,22,24,0,31,15,6,98,5,0.9723853460483343
